,quantidade_contemplados,perc_quantidade_contemplados,quantidade_contemplados_pf,perc_quantidade_contemplados_pf,quantidade_contemplados_pj,perc_quantidade_contemplados_pj,valor_contemplados,perc_valor_contemplados,valor_contemplados_pf,perc_valor_contemplados_pf,valor_contemplados_pj,perc_valor_contemplados_pj,valor_medio_contemplados_pf,media_aparada_1pct_valor_pf,valor_medio_contemplados_pj,media_aparada_1pct_valor_pj
0,144836,1.0,119610,0.8258305946035516,25226,0.1741694053964484,1395481267.8899999,1.0,741987235.9,0.5317070554604448,653494031.99,0.4682929445395553,6203.387976757796,5815.302371493094,25905.57488266075,21525.16538632711
