,quantidade_contemplados,perc_quantidade_contemplados,quantidade_contemplados_pf,perc_quantidade_contemplados_pf,quantidade_contemplados_pj,perc_quantidade_contemplados_pj,valor_contemplados,perc_valor_contemplados,valor_contemplados_pf,perc_valor_contemplados_pf,valor_contemplados_pj,perc_valor_contemplados_pj,valor_medio_contemplados_pf,media_aparada_1pct_valor_pf,valor_medio_contemplados_pj,media_aparada_1pct_valor_pj
0,166886,1.0,134606,0.8065745478949702,32280,0.1934254521050298,2845995593.99,1.0,1254683901.42,0.440859396996104,1591311692.5700002,0.5591406030038962,9321.158799904908,8137.344501660229,49297.140414188354,38847.48840600522
