,quantidade_contemplados,perc_quantidade_contemplados,quantidade_contemplados_pf,perc_quantidade_contemplados_pf,quantidade_contemplados_pj,perc_quantidade_contemplados_pj,valor_contemplados,perc_valor_contemplados,valor_contemplados_pf,perc_valor_contemplados_pf,valor_contemplados_pj,perc_valor_contemplados_pj,valor_medio_contemplados_pf,media_aparada_1pct_valor_pf,valor_medio_contemplados_pj,media_aparada_1pct_valor_pj
0,22050,1.0,14996,0.6800907029478458,7054,0.3199092970521542,1450514326.1,1.0,512696665.52,0.3534585328077995,937817660.58,0.6465414671922006,34188.89473993065,32198.426930817608,132948.34995463566,116228.89497243661
