,quantidade_contemplados,perc_quantidade_contemplados,valor_contemplados,perc_valor_contemplados,valor_medio_contemplados,valor_medio_aparado_contemplados,quantidade_contemplados_feminino,perc_quantidade_contemplados_feminino,valor_contemplados_feminino,perc_valor_contemplados_feminino,valor_medio_contemplados_feminino,valor_medio_aparado_contemplados_feminino,quantidade_contemplados_masculino,perc_quantidade_contemplados_masculino,valor_contemplados_masculino,perc_valor_contemplados_masculino,valor_medio_contemplados_masculino,valor_medio_aparado_contemplados_masculino
0,135040,1,1262553938.3899999,1,9349.4811788359,7942.622761493135,63156,0.4676836492890995,582201408.96,0.46112992978535183,9218.465529165876,7989.9291304278495,71884,0.5323163507109004,680352529.4300001,0.5388700702146484,9464.589191336043,8103.17108908248
