,perc_contemplados_cadunico,qtd_contemplados_cadunico,qtd_documentos_unicos_cadunico,valor_recebido_cadunico,perc_valor_cadunico,media_valor_recebido_cadunico,media_aparada_valor_recebido_cadunico
0,0.43306381151243206,58487,57338,367160835.64000005,0.2907445589298853,6277.648633713476,5374.869159134814
