,qtd_contemplados_bpc,perc_contemplados_bpc,valor_recebido_bpc,perc_valor_bpc,qtd_contemplados_cpf_total,valor_cpf_total
0,1292,0.00959838343015913,9012452.6,0.0071830463352562934,134606,1254683901.42
