,qtd_contemplados_bolsa_familia,perc_contemplados_bolsa_familia,valor_recebido_bolsa_familia,perc_valor_bolsa_familia,qtd_contemplados_cpf_total,valor_cpf_total
0,27452,0.20326684141158352,143360368.70999998,0.1135231297095178,135054,1262829602.01
