pncv_ou_outros;regra_pncv;valor_estimado;p025;p975;valor_estimado_pct;p025_pct;p975_pct
Outros;Cidade recebeu até 360 mil reais;469125798.94005513;460905516.0861372;476920663.02017623;97.8449014001076;96.13040868378319;99.47066512717167
PNCV;Cidade recebeu até 360 mil reais;10332805.675125338;9257266.05577175;11590204.847361716;2.155098599892389;1.9307748294978975;2.4173525588646303
Outros;Cidade recebeu mais de 360 mil reais;679741606.1425856;660679586.6836007;700088841.6086112;76.37515212593863;74.23336085871084;78.6613491014023
PNCV;Cidade recebeu mais de 360 mil reais;210261997.41387904;200581228.78651217;219327396.09655783;23.624847874061373;22.53712546612028;24.643427871541533
Outros;Brasil;1148867405.082641;1128154441.3470457;1169623218.653271;83.89186632732873;82.37937743847878;85.40748416963056
PNCV;Brasil;220594803.08900437;210709685.92278215;229565267.90318656;16.108133672671272;15.386308922251931;16.763169259681636
