,cbo_descricao_rais,soma_quantidade,percentual_quantidade,soma_valor,percentual_valor
268,PROFESSOR DE ARQUITETURA,6,9.970089730807577e-05,305144.28,0.0005020373294127024
269,DIRETOR DE MARKETING,12,0.00019940179461615153,302553.36,0.0004977746292974586
270,AGENTE DE SEGURANCA PENITENCIARIA,43,0.000714523097374543,301815.73,0.0004965610466758388
271,PROFESSOR DE FILOSOFIA NO ENSINO MEDIO,33,0.0005483549351944167,300421.83999999997,0.0004942677550791716
272,PROFESSOR DE EDUCACAO FISICA NO ENSINO SUPERIOR,19,0.00031571950814223993,300177.29,0.0004938654102313249
273,OPERADOR DE TELEMARKETING ATIVO,27,0.000448654037886341,297999.64,0.00049028264082665
274,AUDITOR (CONTADORES E AFINS),13,0.00021601861083416418,290054.65,0.0004772111798056188
275,TECNICO DE REDE (TELECOMUNICACOES),43,0.000714523097374543,289260.84,0.0004759051672778366
276,APONTADOR DE PRODUCAO,41,0.0006812894649385178,285382.03,0.00046952357161528875
277,AJUDANTE DE CONFECCAO,43,0.000714523097374543,283121.07,0.0004658037367872888
278,PROFESSOR DE DIREITO DO ENSINO SUPERIOR,14,0.0002326354270521768,282985.55,0.0004655807730834238
279,PROFESSOR DE BIOLOGIA NO ENSINO MEDIO,24,0.00039880358923230307,282085.2,0.0004640994760735742
280,INVESTIGADOR DE POLICIA,20,0.00033233632436025255,281946.82,0.0004638718069668679
281,MOTORISTA DE ONIBUS RODOVIARIO,51,0.000847457627118644,278029.5,0.0004574268528905373
282,AGENTE DE MICROCREDITO,41,0.0006812894649385178,277845.21,0.0004571236505515079
283,GERENTE DE DEPARTAMENTO PESSOAL,27,0.000448654037886341,277317.92,0.00045625612892067133
284,AGENTE FISCAL DE QUALIDADE,18,0.0002991026919242273,277095.93,0.00045589090081691556
285,COMPOSITOR,6,9.970089730807577e-05,276796.0,0.00045539744225950546
286,ARQUITETO URBANISTA,11,0.00018278497839813892,276326.49,0.0004546249829280293
287,MECANICO DE MANUTENCAO DE AUTOMOVEIS MOTOCICLETAS E VEICULOS SIMILARES,53,0.0008806912595546693,275895.03,0.00045391512519729165
288,MUSICO ARRANJADOR,23,0.00038218677301429045,274799.43,0.0004521125939550066
289,ARQUIVISTA DE DOCUMENTOS,18,0.0002991026919242273,273615.67,0.00045016501784751544
290,ASSISTENTE COMERCIAL DE SEGUROS,9,0.00014955134596211366,270980.29000000004,0.0004458291701062843
291,OFICIAL DE JUSTICA,20,0.00033233632436025255,269227.95,0.00044294614017099243
292,ENGENHEIRO CIVIL,26,0.00043203722166832836,268531.32,0.00044180001262506967
293,INSTALADOR-REPARADOR DE REDES TELEFONICAS E DE COMUNICACAO DE DADOS,54,0.000897308075772682,264943.72000000003,0.00043589752897700324
294,AGENTE DE VIAGEM,11,0.00018278497839813892,263940.51,0.0004342470019894414
295,DIRETOR DE OPERACOES DE OBRAS PUBLICA E CIVIL,6,9.970089730807577e-05,262176.79,0.00043134524915752927
296,AUXILIAR DE FATURAMENTO,28,0.0004652708541043536,261584.87,0.0004303713952939538
297,OPERADOR DE EMPILHADEIRA,50,0.0008308408109006315,261161.21,0.000429674370480056
298,TRABALHADOR DA CULTURA DE CANA-DE-ACUCAR,107,0.0017779993353273513,261067.2,0.0004295197009272199
299,CAIXA DE BANCO,31,0.0005151213027583915,260272.13,0.00042821161538979425
300,FOTOGRAFO PUBLICITARIO,5,8.308408109006314e-05,255671.97,0.0004206432217064156
301,ENSAIADOR DE DANCA,19,0.00031571950814223993,254906.94999999998,0.0004193845758037386
302,PROFESSOR DE MATEMATICA NO ENSINO MEDIO,31,0.0005151213027583915,254293.7,0.0004183756288483432
303,MESTRE (CONSTRUCAO CIVIL),42,0.0006979062811565304,251063.88,0.0004130617812242496
304,DESENHISTA TECNICO (ILUSTRACOES ARTISTICAS),1,1.661681621801263e-05,250000.0,0.00041131143717711366
305,PESQUISADOR EM CIENCIAS SOCIAIS E HUMANAS,22,0.00036556995679627784,249266.88,0.0004101052746138205
306,GERENTE DE INSTITUICAO EDUCACIONAL DA AREA PRIVADA,11,0.00018278497839813892,248770.31,0.0004092882949323844
307,TECNOLOGO EM PRODUCAO AUDIOVISUAL,18,0.0002991026919242273,248691.16999999998,0.00040915809018383155
308,ADMINISTRADOR DE BANCO DE DADOS,9,0.00014955134596211366,247757.65,0.0004076222203724973
309,ASSISTENTE DE OPERACOES AUDIOVISUAIS,10,0.00016616816218012627,241441.27,0.00039723022303027013
310,VENDEDOR PRACISTA,35,0.000581588567630442,241267.56,0.000396944427391262
311,OPERADOR DE ESTACAO DE CAPTACAO TRATAMENTO E DISTRIBUICAO DE AGUA,45,0.0007477567298105683,240550.24,0.00039576425971079844
312,TECNOLOGO EM LOGISTICA DE TRANSPORTE,21,0.0003489531405782652,239241.62,0.00039361125821912364
313,OPERADOR DE AUDIO DE CONTINUIDADE (RADIO),25,0.00041542040545031574,238633.14,0.00039261015908594954
314,PADEIRO,34,0.0005649717514124294,238338.34,0.00039212514063923025
315,AUXILIAR DE SERVICOS JURIDICOS,23,0.00038218677301429045,237372.02,0.00039053530676733827
316,PROMOTOR DE VENDAS ESPECIALIZADO,24,0.00039880358923230307,236729.34,0.0003894779402295583
317,TRATORISTA AGRICOLA,58,0.0009637753406447325,235235.91,0.0003870208808710647
318,AGENTE DE TRANSITO,19,0.00031571950814223993,229964.82,0.00037834864245750503
319,DIRETOR COMERCIAL,8,0.00013293452974410104,228950.79,0.0003766803139109422
320,TECNICO EM PATOLOGIA CLINICA,19,0.00031571950814223993,226703.04,0.0003729822127792828
321,DIRETOR DE PESQUISA E DESENVOLVIMENTO (P&D),3,4.9850448654037884e-05,226325.0,0.00037236024407644104
322,CARPINTEIRO,38,0.0006314390162844799,224576.47,0.00036948348252745185
323,CONDUTOR DE AMBULANCIA,26,0.00043203722166832836,220489.9,0.0003627600706081523
324,PROFESSOR DE LINGUA ESTRANGEIRA MODERNA DO ENSINO FUNDAMENTAL,18,0.0002991026919242273,220411.91999999998,0.000362631774344668
325,TECNICO AGROPECUARIO,22,0.00036556995679627784,219614.35,0.00036131957569287063
326,CARTAZEIRO,12,0.00019940179461615153,214405.34999999998,0.00035274949058784825
327,ELETROTECNICO,19,0.00031571950814223993,214067.73,0.00035219402271816937
328,TECNICO DE CONTROLE DE MEIO AMBIENTE,18,0.0002991026919242273,213064.53,0.00035054351218306504
329,GERENTE DE DESENVOLVIMENTO DE SISTEMAS,12,0.00019940179461615153,212634.21,0.0003498355300324808
330,EMPREGADO  DOMESTICO  NOS SERVICOS GERAIS,40,0.0006646726487205051,210230.7,0.00034588116542300253
331,GERENTE FINANCEIRO,19,0.00031571950814223993,208179.25,0.0003425060260318146
332,CONSULTOR JURIDICO,24,0.00039880358923230307,205972.19,0.0003388748699496701
333,REPORTER FOTOGRAFICO,6,9.970089730807577e-05,204472.0,0.00033640668872991514
334,DIRETOR DE PLANEJAMENTO ESTRATEGICO,21,0.0003489531405782652,203949.47999999998,0.0003355470149213
335,PROFESSOR DE ALUNOS COM DEFICIENCIA MENTAL,18,0.0002991026919242273,203657.59,0.0003350667841397095
336,MEMBRO SUPERIOR DO PODER EXECUTIVO,9,0.00014955134596211366,203211.59,0.0003343330045357855
337,OPERADOR ELETROMECANICO,10,0.00016616816218012627,203126.97999999998,0.0003341938002929873
338,ILUMINADOR (TELEVISAO),9,0.00014955134596211366,200332.28,0.0003295958319990718
339,MAGAREFE,32,0.0005317381189764042,199619.31,0.00032842282113761513
340,BIOLOGO,10,0.00016616816218012627,197718.58000000002,0.0003252956531856725
341,DIRIGENTE DE PARTIDO POLITICO,11,0.00018278497839813892,196908.73,0.00032396325091608096
342,CAMAREIRO  DE HOTEL,25,0.00041542040545031574,196777.57,0.00032374746048368036
343,OUVIDOR,6,9.970089730807577e-05,196530.0,0.00032334014699367264
344,OPERADOR DE PROCESSO DE TRATAMENTO DE IMAGEM,3,4.9850448654037884e-05,193051.0,0.0003176163370339159
345,SOCORRISTA (EXCETO MEDICOS E ENFERMEIROS),11,0.00018278497839813892,191666.21,0.0003153380171735619
346,INSTALADOR-REPARADOR DE LINHAS E APARELHOS DE TELECOMUNICACOES,29,0.00048188767032236626,191526.82,0.00031510868636864945
347,CAPTADOR/MOBILIZADOR DE RECURSOS,8,0.00013293452974410104,191220.86,0.00031460530697937457
348,DESENHISTA PROJETISTA MECANICO,12,0.00019940179461615153,190683.96,0.000313721974536893
349,DIRETOR DE ARTE (PUBLICIDADE),8,0.00013293452974410104,190357.65,0.000313185114396632
350,SUPERVISOR DE LOGISTICA,12,0.00019940179461615153,187220.13,0.0003080231229551442
351,TECNICO DE LABORATORIO INDUSTRIAL,24,0.00039880358923230307,186516.12,0.000306864853495596
352,GERENTE DE RECURSOS HUMANOS,22,0.00036556995679627784,186480.0,0.00030680542721915263
353,TECNICO EM GRAVACAO DE AUDIO,17,0.0002824858757062147,184633.08000000002,0.00030376678994094807
354,AUXILIAR DE LABORATORIO DE ANALISES CLINICAS,29,0.00048188767032236626,182612.9,0.0003004430973843222
355,FONOAUDIOLOGO GERAL,10,0.00016616816218012627,182456.33000000002,0.0003001855012574469
356,ATENDENTE DE ENFERMAGEM,34,0.0005649717514124294,182144.0,0.0002996716416527528
357,PROFESSOR DE LINGUA ESTRANGEIRA MODERNA NO ENSINO MEDIO,18,0.0002991026919242273,181622.53,0.0002988136953521738
358,PRODUTOR DE TELEVISAO,10,0.00016616816218012627,180462.34,0.0002969048976869797
359,INSTALADOR DE LINHAS ELETRICAS DE ALTA E BAIXA - TENSAO (REDE AEREA E SUBTERRANEA),28,0.0004652708541043536,178479.89,0.00029364328025245265
360,DIRETOR DE SERVICOS DE SAUDE,22,0.00036556995679627784,175970.23,0.000289514272806749
361,DESENHISTA TECNICO (ARTES GRAFICAS),22,0.00036556995679627784,174779.06,0.00028755450542825993
362,DIRETOR DE INSTITUICAO EDUCACIONAL DA AREA PRIVADA,23,0.00038218677301429045,174386.78,0.0002869091084259566
363,ANALISTA DE EXPORTACAO E IMPORTACAO,9,0.00014955134596211366,174238.41,0.0002866650033142207
364,PROFESSOR DE PSICOLOGIA DO ENSINO SUPERIOR,9,0.00014955134596211366,173681.87,0.0002857493582452345
365,IMPRESSOR (SERIGRAFIA),19,0.00031571950814223993,173199.37,0.00028495552717148267
366,AUXILIAR DE LAVANDERIA,21,0.0003489531405782652,172632.86,0.0002840234790023818
367,TECNICO EM MANUTENCAO DE MAQUINAS,22,0.00036556995679627784,172620.38,0.00028400294633543796
368,CUMIM,25,0.00041542040545031574,172298.94,0.0002834740985419731
369,TECNICO DE MANUTENCAO ELETRONICA,21,0.0003489531405782652,171520.03,0.00028219260017584664
370,PROJETISTA DE MOVEIS,8,0.00013293452974410104,170761.24,0.0002809442041541841
371,OPERADOR DE MAQUINAS DE BENEFICIAMENTO DE PRODUTOS AGRICOLAS,48,0.0007976071784646061,170120.23,0.00027988958517680454
372,TAQUIGRAFO,14,0.0002326354270521768,170095.5,0.000279848898249439
373,DESIGNER EDUCACIONAL,10,0.00016616816218012627,168906.99,0.00027789350722464144
374,OPERADOR DE PRODUCAO (QUIMICA PETROQUIMICA E AFINS),18,0.0002991026919242273,167827.41,0.0002761173328192508
375,ANALISTA DE LOGISTICA,8,0.00013293452974410104,166143.62,0.000273347084480033
376,PRODUTOR CINEMATOGRAFICO,8,0.00013293452974410104,166036.66,0.00027317110899475116
377,TECNICO DE GARANTIA DA QUALIDADE,24,0.00039880358923230307,164898.56,0.000271298654808146
378,GERENTE DE PRODUCAO E OPERACOES,21,0.0003489531405782652,164783.32,0.0002711090566880649
379,DIRETOR DE MIDIA (PUBLICIDADE),7,0.0001163177135260884,164740.99,0.00027103941343552203
380,FISCAL DE TRIBUTOS ESTADUAL,3,4.9850448654037884e-05,164404.19,0.000270485294667357
381,AGENTE DE HIGIENE E SEGURANCA,27,0.000448654037886341,163730.25,0.00026937649774747246
382,COREOGRAFO,17,0.0002824858757062147,163292.91999999998,0.0002686569824241898
383,GERENTE DE PESQUISA E DESENVOLVIMENTO (P&D),10,0.00016616816218012627,162209.2,0.0002668739967013995
384,CHEFE DE COZINHA,19,0.00031571950814223993,161593.03,0.0002658602456284178
385,TECNICO DE APOIO EM PESQUISA E DESENVOLVIMENTO (EXCETO AGROPECUARIO E FLORESTAL),14,0.0002326354270521768,160754.89,0.0002644812993565953
386,OPERADOR DE INSPECAO DE QUALIDADE,25,0.00041542040545031574,160532.35,0.0002641151663676777
387,BARISTA,13,0.00021601861083416418,159700.53,0.00026274661804898705
388,PRACA DA AERONAUTICA,11,0.00018278497839813892,158414.19,0.0002606302726325934
389,COLETOR DE LIXO DOMICILIAR,38,0.0006314390162844799,158067.48,0.0002600598494790587
390,TERAPEUTA OCUPACIONAL,11,0.00018278497839813892,156858.35,0.0002580705334869228
391,CONFEITEIRO,15,0.0002492522432701894,155608.72,0.0002560145850419643
392,COSTURADOR DE CALCADOS A  MAQUINA,18,0.0002991026919242273,153854.82,0.00025312898852330453
393,APRESENTADOR DE EVENTOS,9,0.00014955134596211366,153523.2,0.00025258339212811786
394,SUPERVISOR DE CONTROLE PATRIMONIAL,15,0.0002492522432701894,152490.8,0.00025088484041715123
395,CORTADOR DE CALCADOS A  MAQUINA (EXCETO SOLAS E PALMILHAS),14,0.0002326354270521768,152189.33000000002,0.0002503888481812881
396,AUXILIAR DE VETERINARIO,10,0.00016616816218012627,151635.74,0.00024947805658726057
397,MAQUINISTA DE TEATRO E ESPETACULOS,7,0.0001163177135260884,150420.88,0.0002474793133369846
398,PRODUTOR DE MODA,1,1.661681621801263e-05,150000.0,0.0002467868623062682
399,LAVADOR DE VEICULOS,17,0.0002824858757062147,149888.33000000002,0.00024660313771350994
400,BORRACHEIRO,16,0.0002658690594882021,148412.02,0.00024417424496223414
401,APONTADOR DE MAO-DE-OBRA,25,0.00041542040545031574,148279.98,0.0002439570067135747
402,TECNOLOGO EM MEIO AMBIENTE,8,0.00013293452974410104,147409.25,0.0002425244418828018
403,TURISMOLOGO,9,0.00014955134596211366,145309.16999999998,0.00023906929419085412
404,PSICOPEDAGOGO,24,0.00039880358923230307,143870.92,0.00023670301949277423
405,SUPERVISOR DE RECEPCIONISTAS,13,0.00021601861083416418,142663.35,0.00023471627008400634
406,DESENHISTA PROJETISTA DE ELETRICIDADE,6,9.970089730807577e-05,142220.72999999998,0.00023398805141071295
407,IMPRESSOR DIGITAL,7,0.0001163177135260884,142000.0,0.00023362489631660057
408,PROFESSOR DE ENSINO SUPERIOR NA AREA DE PESQUISA EDUCACIONAL,13,0.00021601861083416418,140666.15,0.0002314303852746858
409,MECANICO DE MANUTENCAO E INSTALACAO DE APARELHOS DE CLIMATIZACAO E  REFRIGERACAO,11,0.00018278497839813892,139635.35,0.00022973446595691714
410,AUTOR-ROTEIRISTA,8,0.00013293452974410104,139564.25,0.00022961748898418395
411,TECNICO ELETRICISTA,10,0.00016616816218012627,139398.1,0.00022934413140303605
412,GERENTE DE CONTAS - PESSOA FISICA E JURIDICA,20,0.00033233632436025255,137712.73,0.0002265712835755353
413,TRABALHADOR DA PECUARIA (BOVINOS CORTE),28,0.0004652708541043536,135671.17,0.00022321241566480206
414,ABATEDOR,21,0.0003489531405782652,135165.9,0.00022238112234535212
415,GERENTE DE RESTAURANTE,10,0.00016616816218012627,135014.18,0.00022213150566035807
416,PROFESSOR DE ALUNOS COM DEFICIENCIA AUDITIVA E SURDOS,15,0.0002492522432701894,134740.81,0.00022168174483003364
417,TRABALHADOR DA CULTURA DE CAFE,30,0.0004985044865403788,134725.12,0.0002216559309242364
418,FISCAL DE TRANSPORTES COLETIVOS (EXCETO TREM),9,0.00014955134596211366,133713.16,0.0002199910080363734
419,ENGENHEIRO QUIMICO,3,4.9850448654037884e-05,133508.73,0.00021965467044796495
420,PROFISSIONAL DE EDUCACAO FISICA NA SAUDE,20,0.00033233632436025255,132943.23,0.00021872428397707032
421,AUXILIAR DE LABORATORIO DE ANALISES FISICO-QUIMICAS,9,0.00014955134596211366,132720.61,0.0002183580193684928
422,DIRETOR DE SUPRIMENTOS NO SERVICO PUBLICO,8,0.00013293452974410104,132446.79,0.00021790751817758148
423,AUXILIAR DE PRODUCAO FARMACEUTICA,6,9.970089730807577e-05,132286.4,0.0002176436372119461
424,TRABALHADOR DE EXTRACAO FLORESTAL EM GERAL,28,0.0004652708541043536,132249.41,0.0002175827795717014
425,DEMONSTRADOR DE MERCADORIAS,17,0.0002824858757062147,131544.07,0.0002164223219353074
426,COZINHADOR (CONSERVACAO DE ALIMENTOS),18,0.0002991026919242273,131442.75,0.00021625562563604823
427,AUXILIAR DE CORTE (PREPARACAO DA CONFECCAO DE ROUPAS),13,0.00021601861083416418,131152.45,0.0002157780107951982
428,OPERADOR DE NEGOCIOS,9,0.00014955134596211366,130811.49,0.00021521704780471854
429,OPERADOR DE ESTACAO DE TRATAMENTO DE AGUA E EFLUENTES,22,0.00036556995679627784,130122.29,0.00021408314443470866
430,OPERADOR DE TELEMARKETING TECNICO,18,0.0002991026919242273,130011.52,0.00021390090056312426
431,TRABALHADOR NO CULTIVO DE ARVORES FRUTIFERAS,43,0.000714523097374543,129708.14,0.00021340176590788106
432,ANALISTA DE CREDITO (INSTITUICOES FINANCEIRAS),7,0.0001163177135260884,129643.47,0.0002132953678653121
433,TECNICO DE VENDAS,17,0.0002824858757062147,128040.95999999999,0.0002106588451005493
434,TRABALHADOR DA AVICULTURA DE POSTURA,13,0.00021601861083416418,128039.13,0.00021065583430082918
435,SUPERVISOR TECNICO OPERACIONAL DE SISTEMAS DE TELEVISAO E PRODUTORAS DE VIDEO,10,0.00016616816218012627,127989.51999999999,0.00021057421365923572
436,SUPERVISOR DE VIGILANTES,13,0.00021601861083416418,126800.36,0.0002086177532247016
437,DESENHISTA TECNICO (ARQUITETURA),3,4.9850448654037884e-05,126500.0,0.00020812358721161953
438,MOTORISTA OPERACIONAL DE GUINCHO,13,0.00021601861083416418,126432.59,0.0002080126811956991
439,MONTADOR DE ANDAIMES (EDIFICACOES),21,0.0003489531405782652,125747.79,0.00020688601690698353
440,MONITOR DE SISTEMAS ELETRONICOS DE SEGURANCA INTERNO,9,0.00014955134596211366,125608.12,0.0002066562254332614
441,ENGENHEIRO AMBIENTAL,7,0.0001163177135260884,125595.56999999999,0.00020663557759911512
442,PROFESSOR DE COMUNICACAO SOCIAL DO ENSINO SUPERIOR,4,6.646726487205052e-05,122851.33,0.00020212062840567946
443,DIETISTA,1,1.661681621801263e-05,120000.0,0.00019742948984501456
444,CENOTECNICO (CINEMA VIDEO TELEVISAO TEATRO E ESPETACULOS),1,1.661681621801263e-05,120000.0,0.00019742948984501456
445,ANALISTA DE PLANEJAMENTO E ORCAMENTO - APO,3,4.9850448654037884e-05,119600.0,0.00019677139154553118
446,GERENTE DE SERVICOS EDUCACIONAIS DA AREA PUBLICA,14,0.0002326354270521768,118859.25,0.0001955526757571754
447,DESPACHANTE DE TRANSPORTES COLETIVOS (EXCETO TREM),9,0.00014955134596211366,118664.77,0.0001952327083639666
448,GERENTE DE PRODUCAO E OPERACOES DA CONSTRUCAO CIVIL E OBRAS PUBLICAS,8,0.00013293452974410104,117335.51000000001,0.0001930457490000384
449,ELETROTECNICO NA FABRICACAO MONTAGEM E INSTALACAO DE MAQUINAS E EQUIPAMENTOS,10,0.00016616816218012627,117219.24,0.00019285445627683606
450,CONTROLADOR DE ENTRADA E SAIDA,14,0.0002326354270521768,115750.0,0.00019043719541300363
451,CIRURGIAO DENTISTA - CLINICO GERAL,19,0.00031571950814223993,115482.54000000001,0.0001899971579850541
452,TECNICO DE TELECOMUNICACOES (TELEFONIA),9,0.00014955134596211366,115464.26000000001,0.0001899670828927677
453,PROGRAMADOR DE MULTIMIDIA,2,3.323363243602526e-05,115087.8,0.0001893477136782089
454,SECRETARIO  BILINGUE,8,0.00013293452974410104,114878.21,0.0001890028866217371
455,TECNICO AGRICOLA,32,0.0005317381189764042,114439.4,0.00018828093633474632
456,MARMORISTA (CONSTRUCAO),11,0.00018278497839813892,113842.53,0.00018729893850471472
457,GERENTE DE SERVICOS DE SAUDE,6,9.970089730807577e-05,113201.65,0.00018624453340928244
458,AGENTE FUNERARIO,17,0.0002824858757062147,113191.91,0.00018622850871569002
459,CHEFE DE BAR,6,9.970089730807577e-05,112764.68,0.0001855256103744693
460,DESENHISTA PROJETISTA DE ARQUITETURA,7,0.0001163177135260884,112613.45999999999,0.00018527681631234962
461,TECNOLOGO EM GESTAO DA TECNOLOGIA DA INFORMACAO,10,0.00016616816218012627,112544.22,0.00018516289949670905
462,COSTUREIRA DE PECAS SOB ENCOMENDA,21,0.0003489531405782652,111611.49,0.00018362832942951622
463,SALVA-VIDAS,9,0.00014955134596211366,109928.39,0.000180859216309865
464,DESOSSADOR,10,0.00016616816218012627,109604.41,0.00018032618959219846
465,ASSISTENTE DE LABORATORIO INDUSTRIAL,11,0.00018278497839813892,109011.04000000001,0.00017934995012228733
466,COBRADOR DE TRANSPORTES COLETIVOS (EXCETO TREM),14,0.0002326354270521768,108926.31,0.00017921054844999924
467,VEREADOR,4,6.646726487205052e-05,108495.55,0.0001785018423912856
468,ARTESAO TECELAO,15,0.0002492522432701894,108392.2,0.00017833180624315657
469,ADVOGADO DE EMPRESA,4,6.646726487205052e-05,108346.09,0.0001782559439616836
470,DESENHISTA INDUSTRIAL DE PRODUTO DE MODA (DESIGNER DE MODA),11,0.00018278497839813892,107367.59,0.0001766460709965724
471,CONFERENTE MERCADORIA (EXCETO CARGA E DESCARGA),17,0.0002824858757062147,107355.08,0.00017662548897225605
472,DIRETOR ARTISTICO,4,6.646726487205052e-05,107000.0,0.00017604129511180467
473,CARPINTEIRO DE OBRAS,24,0.00039880358923230307,106983.44,0.00017601404984220605
474,MAE SOCIAL,13,0.00021601861083416418,106512.03,0.0001752384645438074
475,PREPARADOR DE ESTRUTURAS METALICAS,9,0.00014955134596211366,105385.12,0.00017338442065713034
476,PROFESSOR DE QUIMICA NO ENSINO MEDIO,17,0.0002824858757062147,105331.48,0.00017329616967516961
477,COMERCIANTE VAREJISTA,13,0.00021601861083416418,105188.34,0.0001730606691986995
478,GERENTE DE CAPTACAO (FUNDOS E INVESTIMENTOS INSTITUCIONAIS),2,3.323363243602526e-05,105000.0,0.00017275080361438776
479,PESQUISADOR EM HISTORIA,12,0.00019940179461615153,104516.43,0.00017195521212768478
480,OPERADOR POLIVALENTE DA INDUSTRIA TEXTIL,18,0.0002991026919242273,104438.7,0.00017182732717563768
481,MONITOR DE SISTEMAS ELETRONICOS DE SEGURANCA EXTERNO,11,0.00018278497839813892,103699.03,0.00017061038825269052
482,MONTADOR DE CALCADOS,8,0.00013293452974410104,103509.75,0.00017029897613737497
483,BOBINADOR ELETRICISTA A MAQUINA,4,6.646726487205052e-05,103240.0,0.00016985517109666088
484,MASSOTERAPEUTA,2,3.323363243602526e-05,103000.0,0.00016946031211697083
485,MONTADOR DE MAQUINAS,16,0.0002658690594882021,102379.62,0.00016843963455938707
486,TECNICO ELETRONICO,13,0.00021601861083416418,102154.55,0.00016806933909872528
487,PREPARADOR DE CALCADOS,24,0.00039880358923230307,101959.65,0.000167748680702302
488,MONTADOR DE VEICULOS (LINHA DE MONTAGEM),6,9.970089730807577e-05,101000.0,0.00016616982061955392
489,AJUDANTE DE DESPACHANTE ADUANEIRO,2,3.323363243602526e-05,100000.0,0.00016452457487084547
490,PESQUISADOR EM CIENCIAS DA TERRA E MEIO AMBIENTE,3,4.9850448654037884e-05,100000.0,0.00016452457487084547
491,TECNICO OPERACIONAL DE SERVICOS DE CORREIOS,1,1.661681621801263e-05,100000.0,0.00016452457487084547
492,AUXILIAR DE SERVICOS DE IMPORTACAO E EXPORTACAO,11,0.00018278497839813892,99671.91,0.00016398478619315173
493,AGENCIADOR DE PROPAGANDA,10,0.00016616816218012627,99041.89,0.00016294824846655042
494,COBRADOR EXTERNO,22,0.00036556995679627784,98804.6,0.0001625578481028394
495,ENTREVISTADOR SOCIAL,18,0.0002991026919242273,98360.37,0.00016182698058389062
496,MONTADOR DE EQUIPAMENTOS ELETRONICOS,6,9.970089730807577e-05,98158.55,0.0001614949370868863
497,CENOGRAFO DE TV,2,3.323363243602526e-05,98000.0,0.00016123408337342856
498,BANHISTA DE ANIMAIS DOMESTICOS,4,6.646726487205052e-05,97190.62,0.0001599024543693389
499,BIOMEDICO,14,0.0002326354270521768,96954.54,0.00015951404475298382
500,DIRIGENTE E ADMINISTRADOR DE ORGANIZACAO DA SOCIEDADE CIVIL SEM FINS LUCRATIVOS,7,0.0001163177135260884,96758.32,0.00015919121463217227
501,BABA,21,0.0003489531405782652,96129.49,0.00015815663474801192
502,MARINHEIRO DE CONVES (MARITIMO E FLUVIARIO),9,0.00014955134596211366,95865.05,0.00015772156596222345
503,OPERADOR DE QUADRO DE DISTRIBUICAO DE ENERGIA ELETRICA,3,4.9850448654037884e-05,95764.84,0.00015755669588574537
504,OPERADOR DE TRANSPORTE MULTIMODAL,8,0.00013293452974410104,94658.73,0.00015573687311064147
505,OPERADOR DE MAQUINAS-FERRAMENTA CONVENCIONAIS,18,0.0002991026919242273,94234.49,0.0001550388940542094
506,OPERADOR DE COBRANCA BANCARIA,4,6.646726487205052e-05,94000.0,0.00015465310037859474
507,CALDEIREIRO (CHAPAS DE FERRO E ACO),16,0.0002658690594882021,92867.04,0.000152789102755138
508,OPERADOR DE REDE DE TELEPROCESSAMENTO,14,0.0002326354270521768,92845.04,0.00015275290734866642
509,PROFISSIONAL DE RELACOES INSTITUCIONAIS E GOVERNAMENTAIS,5,8.308408109006314e-05,92760.78,0.00015261427894188025
510,DIRETOR DE REDACAO,4,6.646726487205052e-05,91984.75,0.00015133751888351003
511,ESCRIVAO DE POLICIA,8,0.00013293452974410104,91733.33,0.00015092387119736974
512,OPERADOR DE MAQUINA DE DOBRAR CHAPAS,6,9.970089730807577e-05,91267.0,0.00015015664374737453
513,COLETOR DE RESIDUOS SOLIDOS DE SERVICOS DE SAUDE,5,8.308408109006314e-05,89650.84999999999,0.00014749767983059935
514,ANTROPOLOGO,4,6.646726487205052e-05,89521.0,0.00014728404467012957
515,OPERADOR DE SERRAS (USINAGEM DE MADEIRA),5,8.308408109006314e-05,89479.8,0.00014721626054528279
516,PORTEIRO (HOTEL),11,0.00018278497839813892,88807.1,0.00014610950373012663
517,TESOUREIRO DE BANCO,11,0.00018278497839813892,88046.21,0.00014485765269239186
518,EDITOR DE MIDIA ELETRONICA,6,9.970089730807577e-05,87382.6,0.00014376585116109141
519,PRODUTOR DE RADIO,8,0.00013293452974410104,85587.82,0.00014081299699622446
520,TECNICO EM SAUDE BUCAL,10,0.00016616816218012627,85312.81,0.00014036053796287213
521,POLICIAL LEGISLATIVO,5,8.308408109006314e-05,85000.0,0.00013984588864021866
522,CABO BOMBEIRO MILITAR,6,9.970089730807577e-05,84908.36,0.000139695118319807
523,ANALISTA DE FOLHA DE PAGAMENTO,10,0.00016616816218012627,84573.2,0.00013914369775466987
524,PINTOR DE VEICULOS (FABRICACAO),7,0.0001163177135260884,84277.9,0.00013865785668507627
525,MINISTRO DE CULTO RELIGIOSO,6,9.970089730807577e-05,84233.33,0.00013858452808205635
526,DIRETOR DE  PRODUCAO E OPERACOES DE TURISMO,8,0.00013293452974410104,84106.88,0.00013837648675713216
527,ARMADOR DE ESTRUTURA DE CONCRETO ARMADO,18,0.0002991026919242273,84093.51,0.0001383544898214719
528,LINGUISTA,2,3.323363243602526e-05,84092.33,0.00013835254843148846
529,COSTUREIRA DE REPARACAO DE ROUPAS,11,0.00018278497839813892,83778.01,0.0001378354147877544
530,AUXILIAR DE PROTESE DENTARIA,16,0.0002658690594882021,83358.3,0.000137144888694564
