,cbo_descricao_rais,soma_quantidade,percentual_quantidade,soma_valor,percentual_valor
786,TECNICO EM SAUDE BUCAL DA ESTRATEGIA DE SAUDE DA FAMILIA,1,1.661681621801263e-05,31000.0,5.1002618209962094e-05
787,COMERCIANTE ATACADISTA,9,0.00014955134596211366,30875.0,5.079696249137354e-05
788,AGENTE TECNICO DE INTELIGENCIA,2,3.323363243602526e-05,30840.0,5.073937889016874e-05
789,TREINADOR PROFISSIONAL DE FUTEBOL,2,3.323363243602526e-05,30684.28,5.048318122217986e-05
790,TRABALHADOR DE PECUARIA POLIVALENTE,10,0.00016616816218012627,30638.620000000003,5.040805930129384e-05
791,DESENHISTA TECNICO (INDUSTRIA TEXTIL),1,1.661681621801263e-05,30600.0,5.0344519910478714e-05
792,OPERADOR DE TREM DE METRO,1,1.661681621801263e-05,30254.15,4.9775511668287896e-05
793,ANALISTA DE PROJETOS LOGISTICOS,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
794,TECNICO DE ACABAMENTO EM SIDERURGIA,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
795,PROFESSOR DE FISIOTERAPIA,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
796,SOCIOLOGO,2,3.323363243602526e-05,30000.0,4.935737246125364e-05
797,MAQUIADOR,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
798,ENGENHEIRO DE PESCA,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
799,PALHACO,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
800,TECNICO DE OPERACOES E SERVICOS BANCARIOS - CAMBIO,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
801,OPERADOR DE ABASTECIMENTO DE COMBUSTIVEL DE AERONAVE,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
802,VENDEDOR AMBULANTE,1,1.661681621801263e-05,30000.0,4.935737246125364e-05
803,TECELAO (TEAR AUTOMATICO),1,1.661681621801263e-05,30000.0,4.935737246125364e-05
804,MONTADOR DE EQUIPAMENTOS ELETRICOS (CENTRAIS ELETRICAS),4,6.646726487205052e-05,29847.39,4.910629150754324e-05
805,CLASSIFICADOR DE MADEIRA,4,6.646726487205052e-05,29758.33,4.8959765921163274e-05
806,ESCARFADOR,1,1.661681621801263e-05,29635.33,4.8757400694072134e-05
807,DIRIGENTE E ADMINISTRADOR DE ORGANIZACAO RELIGIOSA,2,3.323363243602526e-05,29500.0,4.8534749586899414e-05
808,DANCARINO TRADICIONAL,5,8.308408109006314e-05,29473.69,4.849146317125089e-05
809,CORTADOR DE ARTEFATOS DE COURO (EXCETO ROUPAS E CALCADOS),3,4.9850448654037884e-05,29278.72,4.817068960762521e-05
810,OPERADOR DE PROCESSOS QUIMICOS E PETROQUIMICOS,4,6.646726487205052e-05,29214.0,4.8064209302768794e-05
811,COMISSARIO DE VOO,3,4.9850448654037884e-05,29214.0,4.8064209302768794e-05
812,OPERADOR DE ACABAMENTO DE PECAS FUNDIDAS,7,0.0001163177135260884,29188.59,4.8022403608294113e-05
813,INSTALADOR DE SISTEMAS FOTOVOLTAICOS,4,6.646726487205052e-05,29163.489999999998,4.798110794000153e-05
814,TECNICO EM FARMACIA,3,4.9850448654037884e-05,29029.0,4.7759838839257734e-05
815,MESTRE (INDUSTRIA DE AUTOMOTORES E MATERIAL DE TRANSPORTES),3,4.9850448654037884e-05,28300.0,4.656045468844927e-05
816,PROFESSOR DE ALUNOS COM DEFICIENCIA FISICA,2,3.323363243602526e-05,28263.42,4.6500271598961514e-05
817,MOLDADOR DE BORRACHA POR COMPRESSAO,3,4.9850448654037884e-05,28200.0,4.639593011357842e-05
818,CLASSIFICADOR E EMPILHADOR DE TIJOLOS REFRATARIOS,3,4.9850448654037884e-05,28144.190000000002,4.630410894834301e-05
819,TELEOPERADOR,5,8.308408109006314e-05,28030.0,4.611623833629799e-05
820,INTERPRETE,4,6.646726487205052e-05,27908.73,4.591671938435211e-05
821,OPERADOR DE CENTRO DE USINAGEM COM COMANDO NUMERICO,4,6.646726487205052e-05,27722.52,4.561035817348511e-05
822,OFICIAL DA AERONAUTICA,2,3.323363243602526e-05,27651.91,4.549418737116881e-05
823,SUPERVISOR DE CARGA E DESCARGA,11,0.00018278497839813892,27558.22,4.5340044296972316e-05
824,DIRETOR DE RECURSOS HUMANOS,10,0.00016616816218012627,27216.63,4.477804480167099e-05
825,MONITOR DE RESSOCIALIZACAO PRISIONAL,4,6.646726487205052e-05,27000.0,4.442163521512828e-05
826,ENGENHEIRO FLORESTAL,3,4.9850448654037884e-05,26875.0,4.421597949653972e-05
827,TOPOGRAFO,11,0.00018278497839813892,26608.77,4.377796572086107e-05
828,PROFESSOR DE MATEMATICA APLICADA (NO ENSINO SUPERIOR),3,4.9850448654037884e-05,26500.0,4.359901234077405e-05
829,OPERADOR DE TURISMO,6,9.970089730807577e-05,26478.43,4.356352438997441e-05
830,AVALIADOR DE IMOVEIS,3,4.9850448654037884e-05,26424.48,4.347476338183159e-05
831,TECNICO MECANICO (MAQUINAS),4,6.646726487205052e-05,26414.28,4.345798187519476e-05
832,TRABALHADOR NO CULTIVO DE ESPECIES FRUTIFERAS RASTEIRAS,12,0.00019940179461615153,26358.05,4.336546970674488e-05
833,MOLDADOR DE PLASTICO POR INJECAO,8,0.00013293452974410104,26239.02,4.316963610527612e-05
834,EDITOR DE JORNAL,2,3.323363243602526e-05,26166.67,4.305060257535706e-05
835,PREPARADOR DE SOLAS E PALMILHAS,2,3.323363243602526e-05,26014.05,4.2799505169189176e-05
836,CLASSIFICADOR DE GRAOS,2,3.323363243602526e-05,26000.0,4.2776389466419827e-05
837,FARMACEUTICO ANALISTA CLINICO,2,3.323363243602526e-05,26000.0,4.2776389466419827e-05
838,TECNICO DE TRIBUTOS MUNICIPAL,6,9.970089730807577e-05,25962.3,4.2714363701693516e-05
839,GERENTE DE PRODUCAO DE TECNOLOGIA DA INFORMACAO,3,4.9850448654037884e-05,25750.9,4.236655875041655e-05
840,OPERADOR DE INSTALACAO DE REFRIGERACAO,2,3.323363243602526e-05,25750.0,4.2365078029242706e-05
841,FISCAL DE PATIO DE USINA DE CONCRETO,1,1.661681621801263e-05,25700.85,4.2284214200693685e-05
842,ATENDENTE DE LAVANDERIA,2,3.323363243602526e-05,25681.79,4.225285581672331e-05
843,MONTADOR DE EQUIPAMENTOS ELETRICOS (TRANSFORMADORES),5,8.308408109006314e-05,25597.97,4.211495131806656e-05
844,TRABALHADOR DE FABRICACAO DE SORVETE,4,6.646726487205052e-05,25500.0,4.195376659206559e-05
845,ENCARREGADO GERAL DE OPERACOES DE CONSERVACAO DE VIAS PERMANENTES (EXCETO TRILHOS),6,9.970089730807577e-05,25440.120000000003,4.185524927663294e-05
846,INSTALADOR DE SISTEMAS ELETROELETRONICOS DE SEGURANCA,6,9.970089730807577e-05,25430.66,4.1839685251850154e-05
847,AJUSTADOR FERRAMENTEIRO,3,4.9850448654037884e-05,25247.71,4.1538687542123936e-05
848,SINALEIRO (PONTE-ROLANTE),7,0.0001163177135260884,25200.0,4.146019286745306e-05
849,IMPRESSOR DE CORTE E VINCO,4,6.646726487205052e-05,25000.0,4.1131143717711366e-05
850,PSICOLOGO HOSPITALAR,3,4.9850448654037884e-05,24800.0,4.080209456796968e-05
851,INSPETOR DE RISCO,11,0.00018278497839813892,24742.73,4.070787134394114e-05
852,PILOTO FLUVIAL,4,6.646726487205052e-05,24732.940000000002,4.069176438806129e-05
853,POLIDOR DE METAIS,5,8.308408109006314e-05,24601.46,4.04754474770211e-05
854,IMPRESSOR DE OFSETE (PLANO E ROTATIVO),5,8.308408109006314e-05,24593.65,4.046259810772369e-05
855,EMISSOR DE PASSAGENS,6,9.970089730807577e-05,24542.0,4.03776211648029e-05
856,PLATAFORMISTA (PETROLEO),2,3.323363243602526e-05,24500.0,4.030852084335714e-05
857,INSTALADOR-REPARADOR DE EQUIPAMENTOS DE COMUTACAO EM TELEFONIA,5,8.308408109006314e-05,24308.6,3.999362080705434e-05
858,FUNDIDOR DE METAIS,3,4.9850448654037884e-05,24282.35,3.9950433106150745e-05
859,ATUARIO,4,6.646726487205052e-05,24171.379999999997,3.976786018541656e-05
860,SUPERVISOR DE APOIO OPERACIONAL NA MINERACAO,2,3.323363243602526e-05,24084.92,3.962561223798323e-05
861,COSTUREIRO DE ROUPAS DE COURO E PELE A  MAQUINA NA  CONFECCAO EM SERIE,2,3.323363243602526e-05,24050.0,3.956816025643834e-05
862,GERENTE DE PRODUCAO E OPERACOES AGROPECUARIAS,7,0.0001163177135260884,24002.27,3.9489632676852484e-05
863,PINTOR DE LETREIROS,3,4.9850448654037884e-05,24000.0,3.948589796900291e-05
864,AUXILIAR DE ESTATISTICA,2,3.323363243602526e-05,23872.22,3.927566846723295e-05
865,CORTADOR DE PEDRAS,7,0.0001163177135260884,23862.4,3.9259512153980634e-05
866,TRABALHADOR DA PECUARIA (BOVINOS LEITE),5,8.308408109006314e-05,23800.0,3.9156848819261226e-05
867,PESQUISADOR EM BIOLOGIA DE MICROORGANISMOS E PARASITAS,4,6.646726487205052e-05,23646.07,3.890359614116253e-05
868,ASSISTENTE TECNICO DE SEGUROS,1,1.661681621801263e-05,23500.0,3.8663275094648686e-05
869,TECNICO EM FOTONICA,7,0.0001163177135260884,23452.51,3.858514237404252e-05
870,OPERADOR DE REBOBINADEIRA NA FABRICACAO DE PAPEL E PAPELAO,2,3.323363243602526e-05,23421.56,3.8534222018119994e-05
871,FISIOTERAPEUTA RESPIRATORIA,2,3.323363243602526e-05,23408.73,3.851311351516407e-05
872,TECNICO EM MECATRONICA - AUTOMACAO DA MANUFATURA,3,4.9850448654037884e-05,23230.89,3.8220523011213755e-05
873,INSTALADOR-REPARADOR DE REDES E CABOS TELEFONICOS,8,0.00013293452974410104,23103.5,3.8010935155285786e-05
874,CORTADOR DE VIDRO,1,1.661681621801263e-05,23000.0,3.784065222029446e-05
875,SUPERVISOR DE COBRANCA,3,4.9850448654037884e-05,22919.91,3.77088844882804e-05
876,SUPERVISOR DE DIGITACAO E OPERACAO,3,4.9850448654037884e-05,22900.0,3.767612764542361e-05
877,PERITO CRIMINAL,3,4.9850448654037884e-05,22768.68,3.746007397370322e-05
878,PRENSISTA (OPERADOR DE PRENSA),5,8.308408109006314e-05,22736.61,3.740731094254214e-05
879,OPERADOR DE CARREGADEIRA,5,8.308408109006314e-05,22708.63,3.7361276966493275e-05
880,AGENTE DE PROTECAO DE AEROPORTO,1,1.661681621801263e-05,22400.0,3.6853504771069386e-05
881,COORDENADOR DE OPERACOES DE COMBATE A POLUICAO NO MEIO AQUAVIARIO,6,9.970089730807577e-05,22242.65,3.6594625352510114e-05
882,PROFESSOR DE LINGUA ALEMA,3,4.9850448654037884e-05,22121.5,3.639530383005408e-05
883,FORNEIRO DE REAQUECIMENTO E TRATAMENTO TERMICO NA METALURGIA,1,1.661681621801263e-05,22000.0,3.6195406471586006e-05
884,MONTADOR DE MAQUINAS AGRICOLAS,2,3.323363243602526e-05,22000.0,3.6195406471586006e-05
885,OPERADOR DE RADIO-CHAMADA,2,3.323363243602526e-05,22000.0,3.6195406471586006e-05
886,PRIMEIRO TENENTE DE POLICIA MILITAR,4,6.646726487205052e-05,21700.0,3.5701832746973465e-05
887,OPERADOR DE CONTROLE MESTRE,3,4.9850448654037884e-05,21700.0,3.5701832746973465e-05
888,AUXILIAR TECNICO EM LABORATORIO DE FARMACIA,4,6.646726487205052e-05,21400.0,3.520825902236093e-05
889,SUPERVISOR  (INDUSTRIA DE CALCADOS E ARTEFATOS DE COURO),6,9.970089730807577e-05,21390.16,3.519206980419364e-05
890,DESENHISTA COPISTA,2,3.323363243602526e-05,21205.0,3.4887436101362785e-05
891,RECEPCIONISTA DE CASAS DE ESPETACULOS,2,3.323363243602526e-05,20914.0,3.4408669588488625e-05
892,ESTOFADOR DE MOVEIS,9,0.00014955134596211366,20764.71,3.4163050850663935e-05
893,BORDADOR A MAQUINA,3,4.9850448654037884e-05,20600.0,3.3892062423394165e-05
894,TECNICO DE TRIBUTOS ESTADUAL,2,3.323363243602526e-05,20500.0,3.3727537848523325e-05
895,OPERADOR DE FORNO (SERVICOS FUNERARIOS),1,1.661681621801263e-05,20500.0,3.3727537848523325e-05
896,ENGENHEIRO ELETRICISTA DE PROJETOS,3,4.9850448654037884e-05,20140.4,3.3135907477287766e-05
897,ARTESAO ESCULTOR,5,8.308408109006314e-05,20073.440000000002,3.302574182195425e-05
898,AUDITOR-FISCAL DA RECEITA FEDERAL,1,1.661681621801263e-05,20000.0,3.290491497416909e-05
899,DECORADOR DE INTERIORES DE NIVEL SUPERIOR,1,1.661681621801263e-05,20000.0,3.290491497416909e-05
900,INSPETOR DE TERRAPLENAGEM,1,1.661681621801263e-05,20000.0,3.290491497416909e-05
901,DESENHISTA TECNICO DE EMBALAGENS MAQUETES E LEIAUTES,1,1.661681621801263e-05,20000.0,3.290491497416909e-05
902,PREPARADOR DE MAQUINAS-FERRAMENTA,2,3.323363243602526e-05,20000.0,3.290491497416909e-05
903,OPERADOR DE MAQUINA DE FABRICAR PAPEL E PAPELAO,1,1.661681621801263e-05,20000.0,3.290491497416909e-05
904,PROCURADOR DO MUNICIPIO,4,6.646726487205052e-05,19997.97,3.290157512529922e-05
905,MECANICO DE REFRIGERACAO,7,0.0001163177135260884,19848.39,3.265547926620741e-05
906,ENFERMEIRO DE TERAPIA INTENSIVA,1,1.661681621801263e-05,19840.35,3.264225149038779e-05
907,DESPACHANTE DOCUMENTALISTA,5,8.308408109006314e-05,19807.550000000003,3.2588287429830154e-05
908,FORNEIRO E OPERADOR (ALTO-FORNO),4,6.646726487205052e-05,19762.2,3.251367553512622e-05
909,ANALISTA DE TRANSPORTE EM COMERCIO EXTERIOR,5,8.308408109006314e-05,19750.0,3.249360353699198e-05
910,INSTALADOR DE SOM E ACESSORIOS DE VEICULOS,4,6.646726487205052e-05,19570.23,3.219783770874666e-05
911,OPERADOR DE SUBESTACAO,5,8.308408109006314e-05,19502.35,3.208615842732433e-05
912,MORDOMO DE HOTELARIA,2,3.323363243602526e-05,19500.0,3.2082292099814865e-05
913,TRABALHADOR DA EXPLORACAO DE RESINAS,2,3.323363243602526e-05,19500.0,3.2082292099814865e-05
914,TRABALHADOR NA PRODUCAO DE MUDAS E SEMENTES,8,0.00013293452974410104,19387.489999999998,3.189718550062768e-05
915,LUBRIFICADOR DE VEICULOS AUTOMOTORES (EXCETO EMBARCACOES),7,0.0001163177135260884,19241.66,3.1657259313093525e-05
916,EMBALSAMADOR,2,3.323363243602526e-05,19209.61,3.160452918684742e-05
917,OLEIRO (FABRICACAO DE TELHAS),4,6.646726487205052e-05,19187.5,3.156815280334348e-05
918,MOTOTAXISTA,5,8.308408109006314e-05,19179.62,3.155518826684365e-05
919,GERENTE DE ALMOXARIFADO,6,9.970089730807577e-05,19179.18,3.1554464358714224e-05
920,TRABALHADOR DA SUINOCULTURA,8,0.00013293452974410104,19060.15,3.135863075724545e-05
921,MESTRE (INDUSTRIA TEXTIL E DE CONFECCOES),4,6.646726487205052e-05,19020.54,3.1293462573139115e-05
922,CERIMONIALISTA,3,4.9850448654037884e-05,19000.0,3.125966922546064e-05
923,SUPERVISOR DA AREA FLORESTAL,3,4.9850448654037884e-05,19000.0,3.125966922546064e-05
924,TRANCADOR DE CABOS DE ACO,2,3.323363243602526e-05,18900.0,3.109514465058979e-05
925,CAMINHONEIRO AUTONOMO (ROTAS REGIONAIS E INTERNACIONAIS),2,3.323363243602526e-05,18637.07,3.066256018588188e-05
926,ESTATISTICO,2,3.323363243602526e-05,18408.73,3.0286884771621793e-05
927,OPERADOR DE CENTRAL HIDRELETRICA,4,6.646726487205052e-05,18271.129999999997,3.0060498956599504e-05
928,CORTADOR DE ROUPAS,6,9.970089730807577e-05,18246.14,3.0019384265339283e-05
929,REPARADOR DE EQUIPAMENTOS DE ESCRITORIO,2,3.323363243602526e-05,18234.36,3.00000032704195e-05
930,INSTALADOR DE TUBULACOES DE GAS COMBUSTIVEL (PRODUCAO E DISTRIBUICAO),1,1.661681621801263e-05,18200.0,2.9943472626493878e-05
931,PROFESSOR DE TECNICAS DE ENFERMAGEM,3,4.9850448654037884e-05,18000.0,2.9614423476752185e-05
932,AUXILIAR DE LABORATORIO DE IMUNOBIOLOGICOS,3,4.9850448654037884e-05,18000.0,2.9614423476752185e-05
933,DIRETOR DE CRIACAO,3,4.9850448654037884e-05,17868.96,2.9398830473841428e-05
934,CONSERVADOR DE VIA PERMANENTE (TRILHOS),4,6.646726487205052e-05,17844.03,2.9357814497326125e-05
935,PESQUISADOR DE ENGENHARIA MECANICA,1,1.661681621801263e-05,17715.84,2.914691044479919e-05
936,TRABALHADOR DA CULTURA DE FUMO,3,4.9850448654037884e-05,17634.36,2.9012855821194426e-05
937,PROFESSOR DE LINGUA ESPANHOLA,6,9.970089730807577e-05,17528.64,2.8838920440640967e-05
938,CORTADOR DE LAMINADOS DE MADEIRA,3,4.9850448654037884e-05,17500.0,2.8791800602397958e-05
939,OPERADOR DE FORNO (FABRICACAO DE PAES BISCOITOS E SIMILARES),5,8.308408109006314e-05,17427.55,2.867260254790403e-05
940,SUPERVISOR DE MANUTENCAO ELETROMECANICA,3,4.9850448654037884e-05,17387.0,2.86058878327939e-05
941,AJUDANTE DE CARVOARIA,7,0.0001163177135260884,17340.0,2.8528561282604604e-05
942,TRABALHADOR NO CULTIVO DE FLORES E FOLHAGENS DE CORTE,2,3.323363243602526e-05,17035.0,2.8026761329248528e-05
943,POLIDOR DE PEDRAS,3,4.9850448654037884e-05,17000.0,2.796917772804373e-05
944,DIRIGENTES DE ENTIDADES DE TRABALHADORES,2,3.323363243602526e-05,17000.0,2.796917772804373e-05
945,MODELISTA DE CALCADOS,2,3.323363243602526e-05,17000.0,2.796917772804373e-05
946,PROJETISTA DE SISTEMAS DE AUDIO,3,4.9850448654037884e-05,16681.41,2.7445018884962705e-05
947,MESTRE DE LAMINACAO,1,1.661681621801263e-05,16645.26,2.738554325114689e-05
948,GERENTE DE OPERACOES DE SERVICOS DE ASSISTENCIA TECNICA,5,8.308408109006314e-05,16640.0,2.7376889258508688e-05
949,AUXILIAR DE PROCESSAMENTO DE FUMO,3,4.9850448654037884e-05,16602.56,2.7315291257677046e-05
950,ENGENHEIRO DE APLICATIVOS EM COMPUTACAO,2,3.323363243602526e-05,16600.0,2.7311079428560347e-05
951,MONTADOR DE FILMES,2,3.323363243602526e-05,16500.0,2.7146554853689504e-05
952,SUPERVISOR DE OPERACAO ELETRICA (GERACAO TRANSMISSAO E DISTRIBUICAO DE ENERGIA ELETRICA),3,4.9850448654037884e-05,16500.0,2.7146554853689504e-05
953,MONTADOR DE EQUIPAMENTOS ELETRONICOS (ESTACAO DE RADIO TV E EQUIPAMENTOS DE RADAR),2,3.323363243602526e-05,16284.560000000001,2.6792103109587756e-05
954,OPERADOR DE EQUIPAMENTO DE DESTILACAO DE ALCOOL,4,6.646726487205052e-05,16259.21,2.6750396129857994e-05
955,DIRETOR DE IMAGENS (TV),2,3.323363243602526e-05,16070.28,2.643955985055451e-05
956,COZINHEIRO INDUSTRIAL,5,8.308408109006314e-05,16005.5,2.6332980830953174e-05
957,PROFESSOR DE ENGENHARIA,2,3.323363243602526e-05,16000.0,2.6323931979335277e-05
958,AUDITOR-FISCAL DO TRABALHO,1,1.661681621801263e-05,16000.0,2.6323931979335277e-05
959,ENTREVISTADOR DE PRECOS,2,3.323363243602526e-05,16000.0,2.6323931979335277e-05
960,MECANICO DE MANUTENCAO DE MAQUINAS-FERRAMENTAS (USINAGEM DE METAIS),1,1.661681621801263e-05,16000.0,2.6323931979335277e-05
961,DESENHISTA TECNICO,3,4.9850448654037884e-05,15872.0,2.6113340523500594e-05
962,MONTADOR DE EQUIPAMENTOS ELETRICOS (INSTRUMENTOS DE MEDICAO),2,3.323363243602526e-05,15819.869999999999,2.602757386262042e-05
963,METROLOGISTA,3,4.9850448654037884e-05,15500.0,2.5501309104981047e-05
964,PROFESSOR DE FILOLOGIA E CRITICA TEXTUAL,4,6.646726487205052e-05,15198.43,2.500515234454304e-05
965,MEDICO NEUROLOGISTA,1,1.661681621801263e-05,15000.0,2.467868623062682e-05
966,ANALISTA DE COMPLIANCE,2,3.323363243602526e-05,15000.0,2.467868623062682e-05
967,OPERADOR DE PAINEL DE CONTROLE,1,1.661681621801263e-05,15000.0,2.467868623062682e-05
968,CHAVEIRO,1,1.661681621801263e-05,15000.0,2.467868623062682e-05
969,TECNICO EM MANUTENCAO DE HIDROMETROS,2,3.323363243602526e-05,15000.0,2.467868623062682e-05
970,DESENHISTA TECNICO MECANICO,1,1.661681621801263e-05,15000.0,2.467868623062682e-05
971,BILHETEIRO DE TRANSPORTES COLETIVOS,2,3.323363243602526e-05,14800.0,2.434963708088513e-05
972,SOLDADOR ELETRICO,3,4.9850448654037884e-05,14740.0,2.4250922335962624e-05
973,MECANICO DE MANUTENCAO DE MAQUINAS CORTADORAS DE GRAMA ROCADEIRAS MOTOSSERRAS E SIMILARES,5,8.308408109006314e-05,14701.369999999999,2.4187366492690014e-05
974,OPERADOR DE LINHA DE MONTAGEM (APARELHOS ELETRICOS),2,3.323363243602526e-05,14688.4,2.4166027655329265e-05
975,ANALISTA DE SEGUROS (TECNICO),2,3.323363243602526e-05,14636.12,2.408001420758679e-05
976,CALCETEIRO,5,8.308408109006314e-05,14594.83,2.4012082010622617e-05
977,PESQUISADOR EM PSICOLOGIA,1,1.661681621801263e-05,14480.0,2.3823158441298424e-05
978,MONTADOR DE INSTRUMENTOS DE OPTICA,3,4.9850448654037884e-05,14442.76,2.3761889489616523e-05
979,ACABADOR DE EMBALAGENS (FLEXIVEIS E CARTOTECNICAS),3,4.9850448654037884e-05,14314.52,2.355090317480215e-05
980,LIMPADOR DE PISCINAS,4,6.646726487205052e-05,14261.6,2.34638367697805e-05
981,TECNICO EM MANUTENCAO DE EQUIPAMENTOS E INSTRUMENTOS MEDICO-HOSPITALARES,2,3.323363243602526e-05,14250.0,2.344475191909548e-05
982,GERENTE DE HOTEL,4,6.646726487205052e-05,14250.0,2.344475191909548e-05
983,FUNILEIRO INDUSTRIAL,3,4.9850448654037884e-05,14246.0,2.3438170936100647e-05
984,FUNILEIRO DE VEICULOS (REPARACAO),3,4.9850448654037884e-05,14240.31,2.3428809487790495e-05
985,TECNICO DE SANEAMENTO,3,4.9850448654037884e-05,14140.76,2.326502527350657e-05
986,TECNOLOGO EM SEGURANCA DO TRABALHO,2,3.323363243602526e-05,14000.0,2.3033440481918367e-05
987,AUXILIAR DE ENFERMAGEM DO TRABALHO,1,1.661681621801263e-05,14000.0,2.3033440481918367e-05
988,CONSULTOR CONTABIL (TECNICO),2,3.323363243602526e-05,14000.0,2.3033440481918367e-05
989,OPERADOR DE INSTALACAO DE EXTRACAO PROCESSAMENTO ENVASAMENTO E DISTRIBUICAO DE GASES,2,3.323363243602526e-05,14000.0,2.3033440481918367e-05
990,MESTRE (INDUSTRIA DE BORRACHA E PLASTICO),2,3.323363243602526e-05,14000.0,2.3033440481918367e-05
991,PESQUISADOR EM CIENCIAS DA COMPUTACAO E INFORMATICA,3,4.9850448654037884e-05,13895.7,2.2861841350328074e-05
992,AFRETADOR,3,4.9850448654037884e-05,13800.0,2.2704391332176677e-05
993,DIRETOR DE SERVICOS DE INFORMATICA,5,8.308408109006314e-05,13561.0,2.2311177598235353e-05
994,OPERADOR DE MOTOSSERRA,7,0.0001163177135260884,13535.08,2.226853282842883e-05
995,MANOBRADOR,2,3.323363243602526e-05,13426.35,2.2089645258171762e-05
996,OPERADOR DE PROCESSO DE MOAGEM,3,4.9850448654037884e-05,13379.24,2.2012137730950104e-05
997,PROFESSOR DE MEDICINA VETERINARIA,2,3.323363243602526e-05,13344.28,2.195461993957526e-05
998,OPERADOR DE CAMINHAO (MINAS E PEDREIRAS),5,8.308408109006314e-05,13328.0,2.1927835338786283e-05
999,VIVEIRISTA FLORESTAL,5,8.308408109006314e-05,13216.21,2.1743913316538167e-05
1000,ENGENHEIRO DE CONTROLE DE QUALIDADE,3,4.9850448654037884e-05,13204.29,2.1724301987213563e-05
1001,DECORADOR DE EVENTOS,3,4.9850448654037884e-05,13200.0,2.1717243882951603e-05
1002,TECNOLOGO EM RADIOLOGIA,3,4.9850448654037884e-05,13086.1,2.152985039217371e-05
1003,OPERADOR DE DOCAGEM,2,3.323363243602526e-05,13000.0,2.1388194733209913e-05
1004,SUPERVISOR DE MONTAGEM E INSTALACAO ELETROELETRONICA,2,3.323363243602526e-05,13000.0,2.1388194733209913e-05
1005,TRABALHADOR DE PREPARACAO DE PESCADOS (LIMPEZA),3,4.9850448654037884e-05,12944.45,2.1296801331869157e-05
1006,CARBONIZADOR,2,3.323363243602526e-05,12903.79,2.1229905639726673e-05
1007,OPERADOR DE MAQUINA DE USINAGEM DE MADEIRA (PRODUCAO EM SERIE),2,3.323363243602526e-05,12890.0,2.1207217700851983e-05
1008,MARINHEIRO AUXILIAR DE CONVES (MARITIMO E AQUAVIARIO),2,3.323363243602526e-05,12849.24,2.1140157484134624e-05
1009,DIRETOR DE MANUTENCAO,6,9.970089730807577e-05,12830.0,2.1108502955929473e-05
1010,DESPACHANTE DE TRANSITO,1,1.661681621801263e-05,12822.5,2.109616361281416e-05
1011,OPERADOR DE TRATOR DE LAMINA,2,3.323363243602526e-05,12766.67,2.100430954266377e-05
1012,REPARADOR DE APARELHOS DE TELECOMUNICACOES EM LABORATORIO,3,4.9850448654037884e-05,12590.0,2.0713643976239447e-05
1013,OPERADOR DE MAQUINA DE COSTURA DE ACABAMENTO,8,0.00013293452974410104,12549.44,2.064691280867183e-05
1014,ESPECIALISTA EM PESQUISA OPERACIONAL,1,1.661681621801263e-05,12500.0,2.0565571858855683e-05
1015,ECONOMISTA FINANCEIRO,3,4.9850448654037884e-05,12213.9,2.0094867050150194e-05
1016,TECNICO DE OPERACAO (QUIMICA PETROQUIMICA E AFINS),4,6.646726487205052e-05,12186.42,2.0049655696975686e-05
1017,PRODUTOR AGROPECUARIO EM GERAL,1,1.661681621801263e-05,12183.36,2.004462124498464e-05
1018,MESTRE DE PINTURA (TRATAMENTO DE SUPERFICIES),4,6.646726487205052e-05,12090.91,1.9892518275516544e-05
1019,ACABADOR DE SUPERFICIES DE CONCRETO,2,3.323363243602526e-05,12000.0,1.9742948984501456e-05
1020,ASSISTENTE DE DIRECAO (TV),2,3.323363243602526e-05,12000.0,1.9742948984501456e-05
1021,TECNICO EM MIXAGEM DE AUDIO,2,3.323363243602526e-05,11972.49,1.9697688273954487e-05
1022,TECELAO DE MALHAS (MAQUINA RETILINEA),2,3.323363243602526e-05,11967.93,1.969018595334038e-05
1023,ARTESAO MOVELEIRO (EXCETO RECICLADO),1,1.661681621801263e-05,11919.91,1.9611181252487397e-05
1024,PROGRAMADOR DE INTERNET,1,1.661681621801263e-05,11783.73,1.9387131686428278e-05
1025,COZINHEIRO DE EMBARCACOES,2,3.323363243602526e-05,11735.43,1.9307666316765662e-05
1026,BILHETEIRO (ESTACOES DE METRO FERROVIARIAS E ASSEMELHADAS),3,4.9850448654037884e-05,11664.85,1.9191544871821818e-05
1027,TECNICO DE UTILIDADE (PRODUCAO E DISTRIBUICAO DE VAPOR GASES OLEOS COMBUSTIVEIS ENERGIA),2,3.323363243602526e-05,11615.78,1.9110812662932694e-05
1028,LUDOMOTRICISTA,2,3.323363243602526e-05,11522.15,1.895676830348112e-05
1029,ECONOMISTA AMBIENTAL,1,1.661681621801263e-05,11518.1,1.895010505819885e-05
1030,CIRURGIAO DENTISTA DE SAUDE COLETIVA,3,4.9850448654037884e-05,11400.0,1.8755801535276383e-05
