,valor_total_capital,quantidade_total_capital,percentual_valor_capital,percentual_quantidade_capital,quantidade_feminino_capital,percentual_feminino_capital,quantidade_masculino_capital,percentual_masculino_capital,valor_total_interior,quantidade_total_interior,percentual_valor_interior,percentual_quantidade_interior,quantidade_feminino_interior,percentual_feminino_interior,quantidade_masculino_interior,percentual_masculino_interior
0,291589569.02,6459,0.20716206923974742,0.04447275105862912,1944,0.3009753831862517,2213,0.34262269701192133,1115953665.56,138776,0.7928379307602526,0.9555272489413709,54012,0.38920274399031535,61699,0.44459416613823716
